,state,city,auth_lang,count
987,PA,Upper St Clair,,307
988,IL,Rantoul,False,306
989,PA,Upper St Clair,False,306
990,,Guadalupe,,306
991,AZ,Guadalupe,,306
992,,Rantoul,False,306
993,,Upper St Clair,False,306
994,AZ,Youngtown,,305
995,,Youngtown,,305
996,ON,Bolton,False,304
997,,Bolton,False,304
998,,Youngtown,False,303
999,AZ,Youngtown,False,303
1000,,Ambridge,,294
1001,PA,Ambridge,,294
1002,ON,Etobicoke,True,293
1003,,Etobicoke,True,293
1004,NV,Enterprise,,291
1005,,Enterprise,,291
1006,OH,Woodmere Village,,290
1007,,Woodmere Village,,290
1008,WI,Cottage Grove,,289
1009,,Cottage Grove,,289
1010,WI,Cottage Grove,False,288
1011,,Cottage Grove,False,288
1012,PA,Ambridge,False,287
1013,,Ambridge,False,287
1014,NV,Enterprise,False,286
1015,,Enterprise,False,286
1016,,Huntersville,True,286
1017,NC,Huntersville,True,286
1018,,Burton,,286
1019,OH,Burton,,286
1020,PA,Mount Lebanon,,285
1021,,Pepper Pike,,285
1022,OH,Pepper Pike,,285
1023,,Mount Lebanon,,285
1024,OH,Woodmere Village,False,284
1025,,Woodmere Village,False,284
1026,PA,North Huntingdon,,283
1027,,North Huntingdon,,283
1028,,Burton,False,282
1029,OH,Burton,False,282
1030,,Wadsworth,,281
1031,OH,Wadsworth,,281
1032,,Mount Lebanon,False,277
1033,PA,Mount Lebanon,False,277
1034,AZ,Guadalupe,False,275
1035,,Guadalupe,False,275
1036,OH,Pepper Pike,False,274
1037,PA,North Huntingdon,False,274
1038,,North Huntingdon,False,274
1039,,Pepper Pike,False,274
1040,,Richmond Heights,,273
1041,OH,Richmond Heights,,273
1042,,Braddock,,271
1043,,Wadsworth,False,271
1044,,Cecil,,271
1045,OH,Wadsworth,False,271
1046,PA,Braddock,,271
1047,PA,Cecil,,271
1048,,Sun Lakes,False,268
1049,AZ,Sun Lakes,False,268
1050,AZ,Sun Lakes,,268
1051,,Sun Lakes,,268
1052,,Braddock,False,267
1053,,Kirkland,,267
1054,PA,Braddock,False,267
1055,QC,Kirkland,,267
1056,QC,Kirkland,False,265
1057,,Kirkland,False,265
1058,,Grand River,,264
1059,OH,Grand River,,264
1060,,Grand River,False,263
1061,OH,Grand River,False,263
1062,QC,Vaudreuil-Dorion,,262
1063,ON,Thornhill,True,262
1064,,Thornhill,True,262
1065,,Vaudreuil-Dorion,,262
1066,ON,Georgetown,,261
1067,,Georgetown,,261
1068,,Oakdale,,260
1069,,Oakdale,False,260
1070,PA,Oakdale,False,260
1071,PA,Oakdale,,260
1072,,North Versailles,,256
1073,PA,North Versailles,,256
1074,OH,Copley,,256
1075,,Copley,,256
1076,,Copley,False,255
1077,OH,Copley,False,255
1078,,Concord Mills,,254
1079,NC,Concord Mills,,254
1080,NC,Concord Mills,False,254
1081,,Concord Mills,False,254
1082,OH,Middlefield,,253
1083,QC,Vaudreuil-Dorion,False,253
1084,,Vaudreuil-Dorion,False,253
1085,,Middlefield,,253
1086,PA,North Versailles,False,252
1087,,Ross Township,,252
1088,OH,Akron,True,252
1089,PA,Ross Township,,252
1090,,Akron,True,252
1091,,North Versailles,False,252
1092,,Georgetown,False,250
1093,ON,Georgetown,False,250
1094,,LasVegas,False,248
1095,NV,LasVegas,,248
1096,NV,LasVegas,False,248
1097,,LasVegas,,248
1098,,Ross Township,False,246
1099,PA,Ross Township,False,246
1100,ON,Bradford,,245
1101,,Bradford,,245
1102,,Mayfield Village,,242
1103,OH,Mayfield Village,,242
1104,,Valley City,False,241
1105,OH,Valley City,,241
1106,,Valley City,,241
1107,OH,Valley City,False,241
1108,OH,Munroe Falls,,240
1109,OH,Mentor-on-the-Lake,,240
1110,,Mentor-on-the-Lake,,240
1111,,Munroe Falls,,240
1112,OH,Middlefield,False,239
1113,,Middlefield,False,239
1114,PA,White Oak,,238
1115,,Sheffield Village,,238
1116,,White Oak,,238
1117,OH,Sheffield Village,,238
1118,OH,Mentor-on-the-Lake,False,237
1119,,Monticello,,237
1120,,Mentor-on-the-Lake,False,237
1121,PA,White Oak,False,237
1122,,White Oak,False,237
1123,,Munroe Falls,False,236
1124,OH,Munroe Falls,False,236
1125,OH,Mayfield Village,False,234
1126,,Mayfield Village,False,234
1127,,Kirtland,,233
1128,OH,Kirtland,,233
1129,,Fort Mill,True,232
1130,,Sheffield Village,False,232
1131,SC,Fort Mill,True,232
1132,OH,Sheffield Village,False,232
1133,OH,Kirtland,False,231
1134,,Goodyear,True,231
1135,,McFarland,,231
1136,WI,McFarland,,231
1137,,Monticello,False,231
1138,,Kirtland,False,231
1139,AZ,Goodyear,True,231
1140,IL,Monticello,,230
1141,PA,Mc Kees Rocks,,230
1142,,Mc Kees Rocks,,230
1143,,Richmond Heights,False,227
1144,OH,Richmond Heights,False,227
1145,,Cecil,False,225
1146,PA,Cecil,False,225
1147,,Mc Kees Rocks,False,224
1148,IL,Monticello,False,224
1149,PA,Mc Kees Rocks,False,224
1150,,McFarland,False,223
1151,WI,McFarland,False,223
1152,,Bradford,False,222
1153,ON,Bradford,False,222
1154,ON,King City,,218
1155,,L'Île-Perrot,,218
1156,QC,L'Île-Perrot,,218
1157,,King City,,218
1158,,Springdale,,216
1159,,L'Île-Perrot,False,216
1160,QC,L'Île-Perrot,False,216
1161,PA,Springdale,,216
1162,,Springdale,False,215
1163,PA,Springdale,False,215
1164,ON,Rexdale,False,213
1165,,Rexdale,,213
1166,,Trafford,,213
1167,ON,Rexdale,,213
1168,PA,Trafford,,213
1169,,Rexdale,False,213
1170,OH,Concord,,212
1171,,Trafford,False,211
1172,OH,Concord,False,211
1173,PA,Trafford,False,211
1174,ON,King City,False,210
1175,,King City,False,210
1176,NC,Lowell,,209
1177,,Lowell,,209
1178,,Orange,,208
1179,OH,Orange,,208
1180,OH,Orange,False,207
1181,,Orange,False,207
1182,PA,West View,,206
1183,,West View,,206
1184,NC,Lowell,False,205
1185,,Lowell,False,205
1186,,Munhall,,204
1187,PA,Munhall,False,204
1188,PA,Munhall,,204
1189,,Munhall,False,204
1190,WI,De Forest,,200
1191,,De Forest,,200
1192,,Elizabeth,,200
1193,PA,Elizabeth,,200
1194,WI,De Forest,False,199
1195,,West View,False,199
1196,PA,West View,False,199
1197,,De Forest,False,199
1198,PA,Elizabeth,False,198
1199,,Elizabeth,False,198
1200,,Millvale,,197
1201,PA,Millvale,False,197
1202,,Millvale,False,197
1203,PA,Millvale,,197
1204,,Middleton,True,196
1205,PA,Turtle Creek,,196
1206,WI,Middleton,True,196
1207,,Turtle Creek,,196
1208,PA,Turtle Creek,False,195
1209,,Turtle Creek,False,195
1210,ON,East Gwillimbury,,194
1211,,East Gwillimbury,,194
1212,NC,Dallas,False,193
1213,,East Gwillimbury,False,193
1214,ON,East Gwillimbury,False,193
1215,NC,Pineville,True,193
1216,NC,Dallas,,193
1217,,Pineville,True,193
1218,,Moon,,189
1219,PA,Moon,,189
1220,,Cleveland Heights,True,187
1221,OH,Cleveland Heights,True,187
1222,PA,Upper Saint Clair,,186
1223,,Upper Saint Clair,,186
1224,,Heidelberg,,185
1225,PA,Heidelberg,,185
1226,PA,Heidelberg,False,184
1227,,Upper Saint Clair,False,184
1228,PA,Upper Saint Clair,False,184
1229,OH,Maple Heights,,184
1230,,Maple Heights,,184
1231,,Heidelberg,False,184
1232,,Leetsdale,,183
1233,PA,Leetsdale,,183
1234,,Maple Heights,False,181
1235,OH,Maple Heights,False,181
1236,,Boucherville,False,179
1237,PA,Moon,False,179
1238,,Moon,False,179
1239,,Boucherville,,179
1240,QC,Boucherville,,179
1241,QC,Boucherville,False,179
1242,OH,Parma,True,177
1243,,Apache Junction,,177
1244,AZ,Apache Junction,,177
1245,OH,Bedford Heights,False,177
1246,OH,Bedford Heights,,177
1247,,Bedford Heights,,177
1248,,Parma,True,177
1249,,Bedford Heights,False,177
1250,AZ,Apache Junction,False,176
1251,OH,Garfield Heights,,176
1252,,Apache Junction,False,176
1253,,Garfield Heights,,176
1254,AZ,MESA,,175
1255,,Garfield Heights,False,175
1256,,MESA,,175
1257,OH,Garfield Heights,False,175
1258,AZ,MESA,False,175
1259,,MESA,False,175
1260,AZ,Cave Creek,True,174
1261,,Brentwood,,174
1262,,Brentwood,False,174
1263,PA,Brentwood,False,174
1264,,Cave Creek,True,174
1265,PA,Brentwood,,174
1266,AZ,Laveen Village,,173
1267,PA,Robinson,,173
1268,,Laveen Village,,173
1269,,Robinson,,173
1270,IL,Urbana,True,172
1271,,Urbana,True,172
1272,AZ,Scottdale,,170
1273,PA,Leetsdale,False,170
1274,,Scottdale,,170
1275,,Leetsdale,False,170
1276,AZ,Scottdale,False,169
1277,,Mont-Royal,,169
1278,,Grafton,,169
1279,QC,Mont-Royal,,169
1280,OH,Grafton,,169
1281,,Scottdale,False,169
1282,PA,Hampton Township,,168
1283,,Mc Farland,,168
1284,,Hampton Township,,168
1285,,Grafton,False,168
1286,WI,Mc Farland,False,168
1287,WI,Mc Farland,,168
1288,OH,Grafton,False,168
1289,,Mc Farland,False,168
1290,PA,Sharpsburg,,167
1291,AZ,Laveen Village,False,167
1292,,Sharpsburg,,167
1293,,Laveen Village,False,167
1294,PA,Sharpsburg,False,164
1295,PA,Hampton Township,False,164
1296,,Hampton Township,False,164
1297,QC,Mont-Royal,False,164
1298,,Mont-Royal,False,164
1299,,Sharpsburg,False,164
1300,ON,Newmarket,True,160
1301,,Mayfield,,160
1302,OH,Mayfield,,160
1303,,Newmarket,True,160
1304,PA,Robinson,False,158
1305,,Robinson,False,158
1306,,Fairport Harbor,,157
1307,,Mayfield,False,157
1308,OH,Fairport Harbor,,157
1309,OH,Mayfield,False,157
1310,,Fairport Harbor,False,156
1311,OH,Fairport Harbor,False,156
1312,,Tornto,,155
1313,ON,Tornto,,155
1314,ON,Tornto,False,155
1315,,Tornto,False,155
1316,PA,Monroeville,True,153
1317,,Monroeville,True,153
1318,PA,Plum,,152
1319,,Bradford West Gwillimbury,,152
1320,ON,Bradford West Gwillimbury,,152
1321,,Plum,,152
1322,OH,North Randall,,151
1323,,Plum,False,151
1324,PA,Plum,False,151
1325,,North Randall,,151
1326,PA,Clairton,,149
1327,,Clairton,,149
1328,AZ,Fountain Hills,True,148
1329,,Fountain Hills,True,148
1330,QC,Saint-Lambert,,147
1331,,Saint-Lambert,,147
1332,AZ,Fort McDowell,,146
1333,PA,Aspinwall,,146
1334,,Aspinwall,,146
1335,,Fort McDowell,,146
1336,AZ,Fort McDowell,False,146
1337,,Fort McDowell,False,146
1338,PA,Aspinwall,False,144
1339,PA,Imperial,,144
1340,,Aspinwall,False,144
1341,QC,Saint-Lambert,False,144
1342,PA,Imperial,False,144
1343,,Imperial,False,144
1344,WI,Windsor,,144
1345,,Windsor,,144
1346,,Imperial,,144
1347,,Saint-Lambert,False,144
1348,,Rocky View,,143
1349,PA,Clairton,False,143
1350,AB,Rocky View,,143
1351,,Clairton,False,143
1352,ON,Bradford West Gwillimbury,False,142
1353,,Bradford West Gwillimbury,False,142
1354,WI,Windsor,False,142
1355,,Windsor,False,142
1356,ON,Caledon,,141
1357,,Caledon,,141
1358,,Rocky View,False,141
1359,AB,Rocky View,False,141
1360,OH,Newbury,,139
1361,ON,Caledon,False,139
1362,,Caledon,False,139
1363,,Newbury,,139
1364,,Rock Hill,True,138
1365,SC,Rock Hill,True,138
1366,,Locust,,138
1367,OH,Westlake,True,138
1368,,Westlake,True,138
1369,NC,Locust,,138
1370,WI,Cross Plains,,136
1371,,Cross Plains,,136
1372,OH,Norton,,135
1373,,Newbury,False,135
1374,,Sainte-Anne-de-Bellevue,,135
1375,,Norton,,135
1376,QC,Sainte-Anne-de-Bellevue,,135
1377,OH,Newbury,False,135
1378,,Saint-Hubert,,134
1379,,Saint-Jean-sur-Richelieu,False,134
1380,QC,Saint-Jean-sur-Richelieu,False,134
1381,,Locust,False,134
1382,,Norton,False,134
1383,OH,Norton,False,134
1384,,Saint-Jean-sur-Richelieu,,134
1385,QC,Saint-Jean-sur-Richelieu,,134
1386,NC,Locust,False,134
1387,QC,Saint-Hubert,,134
1388,,Penn Hills,,133
1389,PA,Penn Hills,,133
1390,QC,Sainte-Anne-de-Bellevue,False,132
1391,QC,Saint-Hubert,False,132
1392,,Saint-Hubert,False,132
1393,,Sainte-Anne-de-Bellevue,False,132
1394,WI,Cross Plains,False,132
1395,,Cross Plains,False,132
1396,,Crafton,,131
1397,,North Randall,False,131
1398,OH,North Randall,False,131
1399,PA,Crafton,False,131
1400,,Crafton,False,131
1401,PA,Crafton,,131
1402,,Aurora,True,130
1403,,Penn Hills,False,128
1404,PA,Penn Hills,False,128
1405,QC,La Prairie,,125
1406,,La Prairie,,125
1407,,Gates Mills,,124
1408,OH,Gates Mills,,124
1409,,charlotte,,123
1410,QC,Greenfield Park,,123
1411,,Greenfield Park,,123
1412,NC,charlotte,,123
1413,QC,La Prairie,False,122
1414,,Greenfield Park,False,122
1415,,La Prairie,False,122
1416,QC,Greenfield Park,False,122
1417,,Montrose,,121
1418,OH,Montrose,False,121
1419,,Don Mills,False,121
1420,ON,Don Mills,False,121
1421,ON,Don Mills,,121
1422,OH,Montrose,,121
1423,,Montrose,False,121
1424,,Don Mills,,121
1425,,Robinson Twp.,,119
1426,,Finleyville,False,119
1427,PA,Finleyville,,119
1428,,Finleyville,,119
1429,PA,Finleyville,False,119
1430,PA,Robinson Twp.,,119
1431,NC,Indian Trail,True,118
1432,,Indian Trail,True,118
1433,NV,Paradise,,116
1434,QC,Dollard-Des-Ormeaux,,116
1435,,Robinson Twp.,False,116
1436,PA,Robinson Twp.,False,116
1437,,Paradise,,116
1438,,Dollard-Des-Ormeaux,,116
1439,OH,Gates Mills,False,115
1440,,Gates Mills,False,115
1441,,Cornelius,True,114
1442,NC,Cornelius,True,114
1443,QC,Dollard-Des-Ormeaux,False,113
1444,,Dollard-Des-Ormeaux,False,113
1445,,Paradise,False,112
1446,NV,Paradise,False,112
1447,,charlotte,False,112
1448,NC,charlotte,False,112
1449,,Emsworth,False,111
1450,PA,Emsworth,,111
1451,PA,Emsworth,False,111
1452,,Emsworth,,111
1453,PA,McCandless Township,False,110
1454,,Halton Hills,,110
1455,PA,McCandless Township,,110
1456,ON,Halton Hills,,110
1457,,McCandless Township,,110
1458,,McCandless Township,False,110
1459,AZ,Glendale Az,,110
1460,,Glendale Az,,110
1461,AZ,Glendale Az,False,109
1462,,Glendale Az,False,109
1463,ON,Halton Hills,False,107
1464,,Halton Hills,False,107
1465,PA,Harrison City,,106
1466,,Harrison City,,106
1467,ON,Port Credit,,106
1468,,Port Credit,,106
1469,,Harrison City,False,104
1470,OH,lyndhurst,,104
1471,PA,Harrison City,False,104
1472,,Anjou,,104
1473,,lyndhurst,,104
1474,,lyndhurst,False,104
1475,OH,lyndhurst,False,104
1476,QC,Anjou,,104
1477,,Port Credit,False,102
1478,ON,Port Credit,False,102
1479,,Anjou,False,102
1480,QC,Anjou,False,102
1481,,Stanley,,101
1482,NC,Stanley,,101
1483,ON,Concord,True,100
1484,PA,Green Tree,,100
1485,,Green Tree,False,100
1486,,Green Tree,,100
1487,,Stanley,False,100
1488,PA,Green Tree,False,100
1489,NC,Stanley,False,100
1490,,Brooklin,False,99
1491,ON,Brooklin,,99
1492,,Wilkinsburg,,99
1493,QC,Saint-Leonard,,99
1494,,Brooklin,,99
1495,PA,Wilkinsburg,,99
1496,ON,Brooklin,False,99
1497,QC,Saint-Leonard,False,99
1498,,Saint-Leonard,False,99
1499,,Saint-Leonard,,99
1500,QC,Saint-Léonard,,98
1501,,Saint-Léonard,,98
1502,,Wilkinsburg,False,96
1503,PA,Mc Murray,,96
1504,PA,Mc Murray,False,96
1505,,Mc Murray,False,96
1506,PA,Wilkinsburg,False,96
1507,,Mc Murray,,96
1508,,Sedona,False,95
1509,,Sedona,,95
1510,NY,,,95
1511,AZ,Sedona,False,95
1512,AZ,Sedona,,95
1513,,Chestermere,,94
1514,PA,Cheswick,,94
1515,,Chestermere,False,94
1516,AB,Chestermere,,94
1517,AB,Chestermere,False,94
1518,,Cheswick,,94
1519,ON,Aurora,True,94
1520,,Saint-Léonard,False,93
1521,QC,Saint-Léonard,False,93
1522,PA,South Park,,93
1523,,South Park,,93
1524,NY,,False,93
1525,,Beachwood,True,92
1526,NV,N Las Vegas,,92
1527,,Cheswick,False,92
1528,PA,Cheswick,False,92
1529,NV,N Las Vegas,False,92
1530,,N Las Vegas,False,92
1531,,South Park,False,92
1532,,N Las Vegas,,92
1533,OH,Beachwood,True,92
1534,PA,South Park,False,92
1535,,Laval,True,90
1536,,Kent,True,90
1537,QC,Laval,True,90
1538,OH,Kent,True,90
1539,,Bainbridge,,89
1540,,Boisbriand,False,89
1541,QC,Boisbriand,False,89
1542,,Boisbriand,,89
1543,OH,Bainbridge,,89
1544,QC,Boisbriand,,89
1545,ON,Richmond Hil,False,88
1546,ON,Richmond Hil,,88
1547,,Richmond Hil,False,88
1548,,Richmond Hil,,88
1549,,Etna,,88
1550,,Etna,False,88
1551,PA,Etna,,88
1552,PA,Etna,False,88
1553,,Lawrenceville,,87
1554,,Saint-Jérôme,,87
1555,,Woodbridge,True,87
1556,ON,Woodbridge,True,87
1557,,Lawrenceville,False,87
1558,PA,Lawrenceville,,87
1559,QC,Saint-Jérôme,,87
1560,PA,Lawrenceville,False,87
1561,ON,Pickering,True,86
1562,,Pickering,True,86
1563,QC,Chambly,,86
1564,,Chambly,,86
1565,QC,Chambly,False,85
1566,OH,Sheffield,,85
1567,,Sheffield,,85
1568,,Sheffield,False,85
1569,OH,Sheffield,False,85
1570,,Chambly,False,85
1571,,Downtown,,84
1572,OH,Bainbridge,False,84
1573,PA,Downtown,,84
1574,,Bainbridge,False,84
1575,QC,Saint-Jérôme,False,83
1576,,Saint-Jérôme,False,83
1577,,Downtown,False,83
1578,PA,Downtown,False,83
1579,,Cuyahoga Falls,True,82
1580,OH,Strongsville,True,82
1581,OH,Cuyahoga Falls,True,82
1582,OH,Columbia Station,False,82
1583,,Strongsville,True,82
1584,,Columbia Station,False,82
1585,OH,Columbia Station,,82
1586,,Columbia Station,,82
1587,PA,Presto,,81
1588,,Presto,,81
1589,PA,Oakland,,81
1590,,Oakland,,81
1591,,Walton Hills,,80
1592,OH,Walton Hills,False,80
1593,OH,Walton Hills,,80
1594,,Walton Hills,False,80
1595,PA,Presto,False,79
1596,,Presto,False,79
1597,NC,Gastonia,True,78
1598,,Gastonia,True,78
1599,,Peters Township,,78
1600,PA,Peters Township,,78
1601,PA,Oakland,False,78
1602,PA,Peters Township,False,78
1603,WI,Belleville,,78
1604,,Peters Township,False,78
1605,,St-Benoît de Mirabel,,78
1606,QC,Terrebonne,,78
1607,,Oakland,False,78
1608,QC,St-Benoît de Mirabel,,78
1609,,Terrebonne,,78
1610,,Belleville,,78
1611,PA,Arnold,,77
1612,,St-Benoît de Mirabel,False,77
1613,,Avalon,,77
1614,QC,St-Benoît de Mirabel,False,77
1615,PA,Avalon,,77
1616,,Belleville,False,77
1617,WI,Belleville,False,77
1618,,Fairview Park,True,77
1619,OH,Fairview Park,True,77
1620,,Arnold,,77
1621,QC,Hudson,,76
1622,ON,Etibicoke,,76
1623,PA,South Park Township,,76
1624,,Ft. Mill,,76
1625,,South Park Township,,76
1626,QC,Hudson,False,76
1627,SC,Ft. Mill,,76
1628,,Etibicoke,,76
1629,,Fitchburg,True,75
1630,SC,Ft. Mill,False,75
1631,,South Park Township,False,75
1632,,Avalon,False,75
1633,,Etibicoke,False,75
1634,PA,Avalon,False,75
1635,WI,Fitchburg,True,75
1636,PA,South Park Township,False,75
1637,,Ft. Mill,False,75
1638,ON,Etibicoke,False,75
1639,,Terrebonne,False,74
1640,QC,Terrebonne,False,74
1641,AZ,GILBERT,,74
1642,,GILBERT,,74
1643,NC,Weddington,,73
1644,,Saint-Eustache,,73
1645,NC,Weddington,False,73
1646,,Ajax,True,73
1647,ON,Ajax,True,73
1648,,Weddington,False,73
1649,QC,Saint-Eustache,,73
1650,,Weddington,,73
1651,,Monongahela,False,72
1652,PA,Monongahela,,72
1653,PA,Monongahela,False,72
1654,ON,Oakville,True,72
1655,,Oakville,True,72
1656,,Monongahela,,72
1657,,Saint-Eustache,False,71
1658,AZ,GILBERT,False,71
1659,,GILBERT,False,71
1660,,Beaconsfield,,71
1661,QC,Saint-Eustache,False,71
1662,QC,Beaconsfield,,71
1663,,Arnold,False,70
1664,OH,Solon,True,70
1665,PA,Arnold,False,70
1666,NC,Mint  Hill,,70
1667,,Solon,True,70
1668,,Mint  Hill,,70
1669,,Mint  Hill,False,69
1670,NC,Mint  Hill,False,69
1671,QC,Montréal-Ouest,False,67
1672,,Montréal-Ouest,,67
1673,IL,Saint Joseph,,67
1674,,Montreal,True,67
1675,,Montréal-Ouest,False,67
1676,QC,Montreal,True,67
1677,QC,Montréal-Ouest,,67
1678,,Saint Joseph,,67
1679,ON,Whitby,True,66
1680,,Whitby,True,66
1681,QC,Beaconsfield,False,66
1682,,Beaconsfield,False,66
1683,NY,Rouses Point,,65
1684,OH,Hudson,True,65
1685,IL,Saint Joseph,False,65
1686,,Saint Joseph,False,65
1687,,Rouses Point,,65
1688,PA,Mckees Rocks,,65
1689,,Hudson,True,65
1690,,Mckees Rocks,,65
1691,WI,Paoli,False,64
1692,,Paoli,,64
1693,PA,Mckees Rocks,False,64
1694,ON,Kleinburg,,64
1695,,Mckees Rocks,False,64
1696,,Paoli,False,64
1697,,Litchfield Park,True,64
1698,WI,Paoli,,64
1699,AZ,Litchfield Park,True,64
1700,,Kleinburg,,64
1701,,Midland,,64
1702,,North Olmsted,True,64
1703,OH,North Olmsted,True,64
1704,NC,Midland,,64
1705,,Lower Burrell,,63
1706,OH,Rocky River,True,63
1707,PA,Lower Burrell,,63
1708,OH,North Olmstead,,63
1709,,Rouses Point,False,63
1710,,North Olmstead,,63
1711,,Rocky River,True,63
1712,,Midland,False,63
1713,NY,Rouses Point,False,63
1714,OH,North Olmstead,False,63
1715,,North Olmstead,False,63
1716,NC,Midland,False,63
1717,,Canonsburg,True,62
1718,PA,Lower Burrell,False,62
1719,PA,Canonsburg,True,62
1720,,Lower Burrell,False,62
1721,ON,Unionville,True,62
1722,,Mt Lebanon,,62
1723,PA,Mt Lebanon,,62
1724,,Unionville,True,62
1725,,Kleinburg,False,61
1726,SC,Fort  Mill,False,61
1727,,Fort  Mill,,61
1728,QC,Sainte-Julie,False,61
1729,,Sainte-Julie,False,61
1730,SC,Fort  Mill,,61
1731,,Wilmerding,False,61
1732,,Wilmerding,,61
1733,QC,Sainte-Julie,,61
1734,,Fort  Mill,False,61
1735,PA,Wilmerding,,61
1736,PA,Wilmerding,False,61
1737,,Sainte-Julie,,61
1738,ON,Kleinburg,False,61
1739,PA,Wilkins Township,False,60
1740,OH,Hinckley,,60
1741,OH,Hinckley,False,60
1742,,Wilkins Township,,60
1743,,Sun City,True,60
1744,,Forest Hills,,60
1745,,N Ridgeville,,60
1746,QC,Brossard,True,60
1747,PA,Forest Hills,False,60
1748,,Brossard,True,60
1749,AZ,Sun City,True,60
1750,OH,N Ridgeville,False,60
1751,,N Ridgeville,False,60
1752,PA,Forest Hills,,60
1753,PA,Wilkins Township,,60
1754,OH,Woodmere,True,60
1755,,Forest Hills,False,60
1756,,Wilkins Township,False,60
1757,,Hinckley,,60
1758,,Woodmere,True,60
1759,,Hinckley,False,60
1760,OH,N Ridgeville,,60
1761,,Mt Lebanon,False,59
1762,,Verdun,True,59
1763,PA,Mt Lebanon,False,59
1764,QC,Verdun,True,59
1765,NV,Nellis AFB,False,59
1766,,Nellis AFB,False,59
1767,,Nellis AFB,,59
1768,NV,Nellis AFB,,59
1769,OH,Brookpark,,58
1770,,Nobleton,False,58
1771,,Brookpark,,58
1772,ON,Nobleton,False,58
1773,,Nobleton,,58
1774,ON,Nobleton,,58
1775,NC,Harrisburg,True,57
1776,QC,Châteauguay,,57
1777,,Castle Shannon,False,57
1778,,Mentor,True,57
1779,QC,Vimont,,57
1780,PA,Castle Shannon,,57
1781,QC,Saint-Laurent,True,57
1782,,Vimont,False,57
1783,,Harrisburg,True,57
1784,,Castle Shannon,,57
1785,,Dollard-des Ormeaux,,57
1786,PA,Castle Shannon,False,57
1787,QC,Vimont,False,57
1788,,York,True,57
1789,OH,Mentor,True,57
1790,,Châteauguay,,57
1791,,Saint-Laurent,True,57
1792,,Vimont,,57
1793,QC,Dollard-des Ormeaux,,57
1794,ON,York,True,57
1795,,Châteauguay,False,56
1796,,Sainte-Thérèse,,56
1797,,Sainte-Thérèse,False,56
1798,,East Liberty,,56
1799,PA,East Liberty,False,56
1800,QC,Châteauguay,False,56
1801,QC,Sainte-Thérèse,,56
1802,QC,Sainte-Thérèse,False,56
1803,PA,East Liberty,,56
1804,,East Liberty,False,56
1805,OH,Berea,True,56
1806,,Berea,True,56
1807,QC,Montreal-Nord,False,55
1808,QC,Montreal-Nord,,55
1809,,Painesville,True,55
1810,,Montreal-Nord,False,55
1811,NV,Boulder City,True,55
1812,,East York,True,55
1813,NC,McAdenville,,55
1814,,Montreal-Nord,,55
1815,,Avon,True,55
1816,OH,Painesville,True,55
1817,,Sainte-Adèle,,55
1818,OH,Avon,True,55
1819,,McAdenville,,55
1820,,McAdenville,False,55
1821,,Boulder City,True,55
1822,ON,East York,True,55
1823,NC,McAdenville,False,55
1824,OH,Brookpark,False,54
1825,WI,Sauk City,,54
1826,,Mentor On The Lake,,54
1827,,Blainville,,54
1828,QC,Blainville,,54
1829,WI,Mcfarland,False,54
1830,WI,Mcfarland,,54
1831,OH,Mentor On The Lake,,54
1832,,Mcfarland,False,54
1833,OH,Mentor On The Lake,False,54
1834,,Mcfarland,,54
1835,,Mentor On The Lake,False,54
1836,,Sauk City,,54
1837,,Brookpark,False,54
1838,PA,Ben Avon,False,53
1839,,Olmsted Township,False,53
1840,QC,Saint-Lazare,,53
1841,OH,Olmsted Township,,53
1842,PA,Ben Avon,,53
1843,,Ben Avon,False,53
1844,,Saint-Lazare,,53
1845,OH,Orange Village,True,53
1846,PA,Library,,53
1847,,Olmsted Township,,53
1848,,Baldwin,,53
1849,PA,Baldwin,,53
1850,,Ben Avon,,53
1851,,Jefferson Hills,,53
1852,,Orange Village,True,53
1853,PA,Jefferson Hills,,53
1854,OH,Olmsted Township,False,53
1855,,Library,,53
1856,PA,Library,False,53
1857,,Library,False,53
1858,,Jefferson Hills,False,52
1859,,Baldwin,False,52
1860,PA,Jefferson Hills,False,52
1861,,Avon Lake,True,52
1862,PA,Baldwin,False,52
1863,OH,Avon Lake,True,52
1864,,Blainville,False,51
1865,,Paradise Valley,True,51
1866,,Lyndhurst,True,51
1867,,Dollard-des Ormeaux,False,51
1868,PA,Lower burrell,,51
1869,QC,Blainville,False,51
1870,QC,Dollard-des Ormeaux,False,51
1871,PA,Coraopolis,True,51
1872,,Coraopolis,True,51
1873,OH,Lyndhurst,True,51
1874,,Stow,True,51
1875,,Wexford,True,51
1876,OH,Stow,True,51
1877,PA,Wexford,True,51
1878,AZ,Paradise Valley,True,51
1879,,Lower burrell,,51
1880,,Sainte-Adèle,False,51
1881,,Medina Township,,50
1882,,PHOENIX,False,50
1883,,Sauk City,False,50
1884,,PHOENIX,,50
1885,WI,Monona,True,50
1886,AZ,PHOENIX,False,50
1887,,Monona,True,50
1888,OH,Medina Township,,50
1889,AZ,PHOENIX,,50
1890,WI,Sauk City,False,50
1891,,Harrisbug,False,49
1892,OH,Medina Township,False,49
1893,NC,Harrisbug,,49
1894,,Lower burrell,False,49
1895,,Rosemère,,49
1896,QC,Rosemère,,49
1897,,Harrisbug,,49
1898,,Medina Township,False,49
1899,,Saint-Lazare,False,49
1900,PA,Lower burrell,False,49
